LOKASYON_Y;LOKASYON_X;ADI;TELEFON;ADRES;BOLGE_ID;BOLGE;ECZANE_ID;ILCE_ID
27.197680;38.425794;ALTINDAG ECZANESİ;02324334601;KEMALPAŞA CD. 193/A;4;ALTINDAĞ;1;1203
27.200800;38.425600;ZAMBAK ECZANESİ;02324334322;KEMALPASA CAD. NO:68;4;ALTINDAĞ;2;1203
27.238932;38.436736;YENI HOSGÖR ECZANESİ;02324334569;KEMALPASA CAD.NO.12/B ALTINDAG;4;ALTINDAĞ;3;1203
27.205100;38.422400;ZAFER ECZANESİ;02324676727;YENER CAD. NO:25/AALTINDAG;4;ALTINDAĞ;4;1203
27.195956;38.429705;NEHIR ECZANESİ;02324619045;4209 SK. NO:31/A ;4;ALTINDAĞ;5;1203
27.204400;38.476800;ATAKENT ECZANESİ;02323886042;ATATÜRK MAH.858 SOK.NO.32/B;105;ATATÜRK-OSMANGAZİ;8;1203
27.054200;38.384500;BALÇOVA ECZANESİ;02322790865;TELEFERIK MAH.ÖZ SAGLIK SOKAK NO:46/A BALÇOVA;6;BALÇOVA;9;2006
27.058409;38.394734;EYÜP SABRİ ECZANESİ;02322787035;EĞİTİM MH. DUMLUPINAR SK. NO:6/A;6;BALÇOVA;10;2006
27.105900;38.398300;ÖZBURCU ECZANESİ;02322433622;HASAN TAHSIN CAD. 253 SOK. NO:137/A;7;BASIN SİTESİ;11;2057
27.104704;38.396481;SARAÇ ECZANESİ;02322316015;VATAN MAH. POLAT CAD. NO:107/A;7;BASIN SİTESİ;12;2057
27.105100;38.396600;KOÇAK ECZANESİ;02322442255;POLAT CAD. NO:99/B;7;BASIN SİTESİ;13;2057
27.100900;38.399100;ERENER ECZANESİ;02322317041;220 SOK. NO:14 BASINSITESI;7;BASIN SİTESİ;14;2057
27.105600;38.396700;YENI AKIN ECZANESİ;02322449805;POLAT CAD. NO:89/A YESILYURT;7;BASIN SİTESİ;15;2057
27.106500;38.396900;KÖKER ECZANESİ;02322327367;BASINSİTESİ MAH. POLAT CAD. NO:88/B;7;BASIN SİTESİ;16;2057
27.223800;38.464400;YENİ ATA ECZANESİ;02323434384;KAZIM KARABEKIR CAD. NO:47 BORNOVA;10;BORNOVA 1;17;1203
27.216400;38.465200;BENLIOGLU ECZANESİ;02323424557;ERGENE MAH. MUSTAFA KEMAL CAD. NO:26/D;10;BORNOVA 1;18;1203
27.219500;38.466900;BILGI ECZANESİ;02323881684;2 SOK. NO:3/E;10;BORNOVA 1;19;1203
27.222600;38.464800;MELEK ECZANESİ;02323882383;KAZIMKARABEKIR CAD. NO:39;10;BORNOVA 1;20;1203
27.208900;38.457600;YENI ABIDIN ECZANESİ;02323881271;ÜNIVERSITE CAD.NO:26/A;11;BORNOVA 2;21;1203
27.209900;38.459000;ERDÖNMEZ ECZANESİ;02323742281;186 SOK. NO:5/1-B;11;BORNOVA 2;22;1203
27.210067;38.458870;AKHİSAR ECZANESİ;02323390011;KAZIM DİRİK MH.ANKARA CD.NO:241 ;11;BORNOVA 2;23;1203
27.208400;38.457400;EMİN ECZANESİ;02323739631;KAZIMDIRIK MAH. ÜNIVERSITE CAD. NO:36/A;11;BORNOVA 2;24;1203
27.197200;38.456300;DURU ECZANESİ;02323480015;MANSUROĞLU MH. 266 SK. NO:25/A;12;BORNOVA 3;25;2056
27.121200;38.391400;ULU ECZANESİ;02322616151;BOZYAKA-3013 SOK. NO:28/A;14;BOZYAKA;26;2057
27.131700;38.386900;KOCAGİL ECZANESİ;02322534660;COŞKUN KALE SOK. CENNETOĞLU MAH. NO:103/B;14;BOZYAKA;27;2057
27.127100;38.395500;ÇALIKUSU ECZANESİ;02322562622;ESKİ İZMİR CD. NO:122/A ;14;BOZYAKA;28;2057
27.166200;38.391800;NUR ECZANESİ;02324268489;150 SOK. NO:20/B;15;BUCA 1;29;1780
27.165800;38.390100;YENI AYSEGÜL ECZANESİ;2324876987;MENDERES CAD.NO.74/C BUCA;15;BUCA 1;30;1780
27.167100;38.384600;ÖZMEN ECZANESİ;02324527741;ÖZMEN CAD. NO:143/A;15;BUCA 1;31;1780
27.176206;38.381687;MILLET ECZANESİ;02324420447;222 SOK.NO:1-3A BUCA -IZMIR;15;BUCA 1;32;1780
27.166300;38.392400;SERHAN  ECZANESİ;02324480238;MENDERES MH.SEYFİ DEMİRSOY CD.NO:19/A ;15;BUCA 1;33;1780
27.1662118270934;38.3853715164432;SERAM;4388405;Özmen Cad. No: 128/B Buca Devlet Hastanesi Krş.;15;BUCA 1;34;-1
27.109800;38.372100;HABBAL ECZANESİ;02322721704;DEVRİM MAH. 3817 SOK. NO:10(A-B) ;102;ESKİİZMİR-CENNETÇEŞME;35;2057
27.105900;38.364300;YENI DALGIÇ ECZANESİ;02322717054;ESKIIZMIR CAD.NO.788/C ESKIZIMIR KARABAGLAR-IZMIR;102;ESKİİZMİR-CENNETÇEŞME;36;2057
27.096200;38.369200;SIFAVEREN ECZANESİ;02322670096;ESKIIZMIR-3820 SOK. NO:252/A;102;ESKİİZMİR-CENNETÇEŞME;37;2057
27.107100;38.372000;SABIR ECZANESİ;02322713550;UMUT MAH.ESKIIZMIR CAD.NO.644/A KARABAGLAR-IZMIR;102;ESKİİZMİR-CENNETÇEŞME;38;2057
27.101800;38.361200;YÜKSELLER ECZANESİ;02322713337;YÜZBAŞI ŞERAFETTİN MH. 3960 SK. NO:22/A;102;ESKİİZMİR-CENNETÇEŞME;39;2057
27.107400;38.372700;GÜLYAKA ECZANESİ;02322717673;DEVRİM MH.3817 SK. NO:4/A ESKİ-İZMİR;102;ESKİİZMİR-CENNETÇEŞME;40;2057
27.129100;38.409200;DOGANGIR ECZANESİ;02322628503;RAKIM ERKUTLU CAD.NO.3/A ESREFPASA;20;EŞREFPAŞA ;41;1819
27.128600;38.405200;NAZILLI ECZANESİ;02322503284;ESREFPASA CAD.NO.364/A;20;EŞREFPAŞA ;42;1819
27.134100;38.404300;ÇIMENTEPE ECZANESİ;02322271962;607 SOKAK NO:107 ÇIMENTEPE KONAK;20;EŞREFPAŞA ;44;1819
27.135800;38.408500;ÇIFTÇILER ECZANESİ;02322622089;628 SOKAK NO:45 ÇIMENTEPE KONAK;20;EŞREFPAŞA ;46;1819
27.147659;38.376364;ALTINKAYA ECZANESİ;02322753615;FIRAT MH. 287/9 SK. NO:19/A;23;GEDİZ;47;1780
27.172510;38.408776;ÖZORUÇ ECZANESİ;02324580455;ULUBATLI MH. ADALET  CD. NO:58/A;25;GÜLTEPE;48;1819
27.173600;38.414600;EZGI DENIZ ECZANESİ;02324597954;GAZI CAD. NO:126/1A-BGÜLTEPE;25;GÜLTEPE;49;1819
27.136500;38.469300;SARK ECZANESİ;02323651239;7019 SOK. NO:2/C GÜMÜSPALA;26;GÜMÜŞPALA;50;2056
27.1289628912468;38.4781018469143;İKBAL;3657961;Yamanlar Mh 7301 Sk No 34/A;26;GÜMÜŞPALA;51;-1
27.159700;38.402200;KERVAN ECZANESİ;02324876626;ÇAMLIK MAH. 850 SOK. NO:29/B;45;EVKA 1;52;1780
27.163600;38.404200;YENI SANLI ECZANESİ;02324527378;UFUK MAH.885 SOK.NO:8 BUCA-IZMIR;45;EVKA 1;53;1780
27.149670;38.400240;İBRİM ECZANESİ;02324871016;MENDERES CD. NO:410/A;50;ŞİRİNYER;54;1780
26.888400;38.377500;AYSE ÇIGDEM ECZANESİ;02322346256;YALI MAH.MITHATPASA CAD.NO:433/A GÜZELBAHÇE/IZMIR;28;GÜZELBAHÇE;56;2018
26.887000;38.359000;ÖZ ÖZKAN ECZANESİ;02322345262;ATATÜRK MAH. NAMIK KEMAL CAD. NO:8/A GÜZELBAHÇE/IZMIR;28;GÜZELBAHÇE;57;2018
27.034634;38.393197;GÖKSEL ECZANESİ;02322787840;KORUTÜRK MAH. MİTHATPAŞA CAD. NO:283/A;31;İNCİRALTI;58;2006
27.032839;38.393009;AKARSU ECZANESİ;02322778881;KORUTÜRK MAH. MİTHATPAŞA CAD. NO:289;31;İNCİRALTI;59;2006
27.131100;38.374500;ÇESMELIOGLU ECZANESİ;02322375169;4156 SOK. NO:42-44/A;32;KARABAĞLAR;60;2057
27.134500;38.368600;ÖZLEM ECZANESİ;02322530001;4284 SK. NO:11/C AYDIN MAH. KARABAGLAR;32;KARABAĞLAR;61;2057
27.465820;38.719805;ARILIK ECZANESİ;02322653734;SARIYER MH. 5757 SOK.NO:78/1A;32;KARABAĞLAR;62;2057
27.1359423639315;38.3682679427244;SEVİL ÇELİK;2530005;4271 sok. No:4/A MEZARLIK YANI KARABAĞLAR TIP MERKEZİ KARŞISI;32;KARABAĞLAR;63;-1
26.991400;38.394700;BARUT ECZANESİ;02322395592;HUZUR MH. KÜÇÜKOGLU SK. 1/A;37;NARLIDERE;64;2013
27.022400;38.392900;GÜZEL YENIKÖY ECZANESİ;02322380023;ILICA MH. MITHATPASA CAD.NO:8/A;37;NARLIDERE;65;2013
27.014000;38.394100;TÜZÜN ECZANESİ;02322383021;MITHATPASA CAD.NO:108/B;37;NARLIDERE;66;2013
27.022000;38.393100;CEYHUN ECZANESİ;02322395266;ILICA MAH. MITHATPASA CAD. NO:18/F;37;NARLIDERE;67;2013
27.007800;38.394300;YENI ERDEM ECZANESİ;02322380724;NARLIDERE MAH. MITHATPASA CAD. 281/B;37;NARLIDERE;68;2013
27.273400;38.429800;PAÇACI ECZANESİ;02324790174;GÜRPINAR MH.7056/1 SK. NO:29/A PINARBAŞI;39;PINARBAŞI;69;1203
27.274400;38.429000;SIMA ECZANESİ;02324795435;GÜRPINAR MH. 56/2 SK. NO:48/A;39;PINARBAŞI;70;1203
27.269900;38.429900;PINARBAŞI ECZANESİ;02324791702;KEMAL PAŞA MAH. 7055 SOK. NO:34/A PINARBAŞI;39;PINARBAŞI;71;1203
27.122600;38.403400;ÜÇYOL EMEL ECZANESİ;02324302770;BAHÇELIEVLER MAH.501 SOK.NO.5/A KARABAGLAR-IZMIR;42;ÜÇYOL;72;2057
27.163100;38.423200;SATIROGLU ECZANESİ;02324335654;GAZILER CAD. NO:460 YENISEHIR KONAK;43;YENİŞEHİR;73;1819
27.161400;38.419300;YENI BUDAK ECZANESİ;02324336975;ZEYTINLIK MAH. 1140 SOKAK NO:38/A KONAK;43;YENİŞEHİR;74;1819
27.112900;38.397300;BÜYÜK AKIN ECZANESİ;02322447704;ORDU CAD. NO. 179/C YEŞİLYURT;44;YEŞİLYURT;75;2057
27.113200;38.397700;YENİ GÜVEN ECZANESİ;02322567022;ZAIMAGA CAD. NO:3/B;44;YEŞİLYURT;76;2057
27.118496;38.393982;ORAY ECZANESİ;02322568271;DOĞANAY MAH. ORDU CAD. NO:6/B YEŞİLYURT;44;YEŞİLYURT;77;2057
27.127200;38.398500;YUMRUTAŞ ECZANESİ;02322281771;2904 SOK. BAHAR MAH. NO:3/B;14;BOZYAKA;78;2057
27.190414;38.372349;KURUÇEŞME (VERESELİ) ECZANESİ;02324530639;KURUÇEŞME MAH. HOCA AHMET YESEVİ CAD. NO:174;46;BUCA 2;79;1780
27.191000;38.372200;AKGÜN ECZANESİ;02324539347;HOCA AHMET YESEVİ CADDESİ 198/D KURUÇEŞME MAHALLESİ BUCA;46;BUCA 2;80;1780
27.187000;38.367700;BUCA KOOP ECZANESİ;02324538967;1405 SOK. NO:2/B;46;BUCA 2;81;1780
27.168100;38.297400;SARNIÇ ECZANESİ;02322812343;MENDERES CD.80/B;48;SARNIÇ;82;2009
27.168200;38.297500;AYBEK ECZANESİ;02322811578;MENDERES MAH. BÜYÜK MENDERES CAD. 86/A;48;SARNIÇ;83;2009
27.173300;38.298300;YENİ MELİKE ECZANESİ;02322811492;B.MENDERES CAD. 121/F SARNIÇ;48;SARNIÇ;84;2009
27.167643;38.400967;BUCA SUDE ECZANESİ;02324489945;UFUK MAH. 1003 SOK. NO:19;45;EVKA 1;85;1780
27.055233;38.496422;CEM ECZANESİ;02323294344;YENİMAHALLE MAH. ÖĞRETMEN EMEL SUBAŞI AY SOK. NO:65/A;17;ÇİĞLİ;86;2007
27.043000;38.392500;SEVGÜL ECZANESİ;02322774725;KORUTÜRK MH.ŞİMŞEK SOK. NO. 62/B ;31;İNCİRALTI;87;2006
27.043600;38.392500;GAYE ECZANESİ;02322776133;KORUTÜRK MAH. SIMSEK SOK. NO:68 B-C;31;İNCİRALTI;88;2006
27.043700;38.393900;BALTACI ECZANESİ;02322791825;MITHATPASA CAD. 223/C;31;İNCİRALTI;89;2006
27.043100;38.392600;ILICA ECZANESİ;02322595917;KORUTÜRK MAH. ÖZAGAÇ SOK. 12/A;31;İNCİRALTI;90;2006
27.161200;38.423300;SARAOĞLU ECZANESİ;02324495923;GAZILER CAD. NO:406/B YENISEHIR KONAK;43;YENİŞEHİR;91;1819
27.159700;38.423400;NEDREN ECZANESİ;02324589061;GAZILER CD.NO:307 YENISEHIR;43;YENİŞEHİR;92;1819
27.163300;38.402600;TIJEN ECZANESİ;02324267767;UFUK MAH.ÇAKMAK CAD.NOI:196 ISÇI EVLERI BUCA-IZMIR;45;EVKA 1;94;1780
27.121600;38.402200;ÇİLEK ECZANESİ;02322550242;BAHÇELİEVLER MH 501 SK NO:16/A;42;ÜÇYOL;95;2057
27.122500;38.397700;BERIL ECZANESİ;02322617404;SAİM ÇIKRIKÇI CD. NO:118/A;14;BOZYAKA;96;2057
27.123100;38.398100;BÜYÜK İZMİR ECZANESİ;02322627757;SAİM ÇIKRIKÇI CD. NO:110/A;14;BOZYAKA;97;2057
27.1894138405273;38.4544210845018;ÖYKÜ;3480459;273/1 Sok. No: 2/B Şehit Fethi Sekin Parkı Karşısı - Arda Pide Yanı;12;BORNOVA 3;98;-1
27.160300;38.423300;UTKAN ECZANESİ;02324570081;GAZİLER CD. NO:392/A-392/B ;43;YENİŞEHİR;99;1819
27.1795591203573;38.3760090554935;YENİ ÇAĞLAR;4540508;YILDIZ MH AHMET HOCA YESEVİ CD. NO: 36 BUCA DOĞUM HASTANESİ ÇAPRAZI;46;BUCA 2;100;-1
27.177066;38.457557;YENİ ATALAY ECZANESİ;02323417788;ADALET MAH. 1594/1 SOK. NO:72/A;12;BORNOVA 3;101;2056
27.192500;38.434600;GÜRSOY ECZANESİ;02324355705;GAZI OSMAN PASA MAH.5454 SOK.NO:32/A;16;ÇAMDİBİ;102;1203
27.1473286974963;38.3578094338783;SARIGEDİK;2753111;686 Sok. No: 4/A GEDİZ SO KARŞISI;23;GEDİZ;103;-1
26.885073;38.359600;GÜLHAYAT ECZANESİ;02322346479;KAHRAMANDERE MAH. ŞEHİT KEMAL CAD. NO:140 GÜZELBAHÇE;28;GÜZELBAHÇE;104;2018
27.022600;38.390700;SEKER ECZANESİ;02322397994;ILICA MAH.PROF.DR.TÜRKAN SAYLAN CAD. NO:42/B ;37;NARLIDERE;105;2013
27.198900;38.460600;RECEP ALTINDAG ECZANESİ;02323432149;MANAVKUYU MAH.M.KEMAL CAD. NO:144/A BAYRAKLI;12;BORNOVA 3;106;2056
27.204400;38.461400;BETÜL ECZANESİ;02323887677;KAZIM DİRİK MAH. MUSTAFA KEMAL CAD. NO:120/1-B;12;BORNOVA 3;107;1203
27.128244;38.407965;NATUREL ECZANESİ;02322281874;ATİLLA MAH. EŞREFPAŞA CAD. NO:272/A;20;EŞREFPAŞA ;108;1819
27.057100;38.394300;BÜYÜK HALK ECZANESİ;02322595982;ONUR MH. AKASYA SK. NO:7/B;6;BALÇOVA;109;2006
27.186600;38.390000;SEÇIL ESER ECZANESİ;02324426835;YAVUZ SULTAN SELIM CAD.ADATEPE MAH. NO: 218/A;45;EVKA 1;110;1780
27.119000;38.478700;ARDA ISIK ECZANESİ;02323631359;1847/26 SOK.NO:5/C ;26;GÜMÜŞPALA;111;2056
27.1967459066483;38.4238209692653;BALKAN;4570032;304 Sk. 27/1 Kandere;4;ALTINDAĞ;112;-1
27.201500;38.464100;TASKENT ECZANESİ;02323734030;Manavkuyu Mah 235 SOK.NO:19/A;12;BORNOVA 3;113;2056
27.154408;38.371284;GÖKSU USLU ECZANESİ;02322751111;YEŞİLBAĞLAR MAH. 289/48 SOK. NO:51/B-C;23;GEDİZ;114;1780
27.113300;38.396700;YENI EFE ECZANESİ;02322618757;ESENLİK MAH. ANT CAD. NO. 15/A;44;YEŞİLYURT;115;2057
27.191104;38.461652;TÜLÜN ECZANESİ;02323435012;MANAVKUYU MAH. 275/2 SOK. A BLOK NO:12;12;BORNOVA 3;116;2056
27.036800;38.394000;YENI UMUT ECZANESİ;02322598888;MITHATPASA CAD. NO:271/K BALÇOVA;31;İNCİRALTI;117;2006
27.057300;38.385700;EGE ILKER ECZANESİ;02322786565;FEVZIÇAKMAK MH.CENGIZ TOPEL SOK.NO:11;6;BALÇOVA;118;2006
26.890100;38.377800;GÜZELBAHÇE SAGLIK ECZANESİ;02322341713;YALI MAH. MITHATPASA CAD.NO:126/B GÜZELBAHÇE/IZMIR;28;GÜZELBAHÇE;119;2018
27.148100;38.367200;ÜMRAN ECZANESİ;02322758600;GÖKSU MH. GAZATECİ YAZAR İSMAİL SİVRİ BULV. NO:356/A;23;GEDİZ;120;1780
27.192000;38.399700;YEDIGÖLLER ECZANESİ;02324403797;KAZAKİSTAN CD. NO:2/A;45;EVKA 1;122;1780
27.162500;38.423200;BABADAN ECZANESİ;02324583321;GÜNEY MAH.GAZILER CAD.NO:448 YENISEHIR;43;YENİŞEHİR;124;1819
27.144806;38.360627;VERESELİ GEDİZ DEFNE ECZANESİ;02322756868;İNÖNÜ MH. 682/13 SK. NO:1/A;23;GEDİZ;126;1780
27.145100;38.360600;YERELI ECZANESİ;02322760904;INÖNÜ MAH. 682/4 SOK. NO:16/1;23;GEDİZ;127;1780
27.206500;38.434700;ÇERÇEVIK ECZANESİ;02324351941;4049 SOK.NO:61/A YESILOVA MAH.;16;ÇAMDİBİ;128;1203
27.209800;38.465300;DOGUCAN ECZANESİ;02323745888;ERGENE MAH. YÜZBASI IBRAHIM HAKKI CAD.NO:105/1 BORNOVA;11;BORNOVA 2;129;1203
27.181100;38.435100;ELÇIN ECZANESİ;02324863566;5401/2 SOK. NO:7/A ÇAMDIBI;16;ÇAMDİBİ;130;1203
27.053900;38.485800;ÖZEN ECZANESİ;02323763236;İSTASYONALTI MH. 98 CD. 8019/11 SK. 65/A;17;ÇİĞLİ;131;2007
27.063200;38.506800;YAPAROGLU ECZANESİ;02323761024;8845/2 SOKAK NO:2/A EGEKENT-ÇIGLI-IZMIR;17;ÇİĞLİ;132;2007
27.058800;38.503800;EGELI ECZANESİ;02323765232;8823 SOKAK NO:9/A EGEKENT-ÇIGLI/IZMIR;17;ÇİĞLİ;133;2007
27.057700;38.504000;YENİKENT ECZANESİ;02323763643;8819 SOKAK NO:55/B   EGEKENT;17;ÇİĞLİ;134;2007
27.166700;38.469900;ÖZYIGIT ECZANESİ;02323457436;ALPARSLAN MAH. 1620/15 SOKAK NO:1/A BAYRAKLI;9;BAYRAKLI;135;2056
27.167600;38.373200;AKSU ECZANESİ;02322761770;YENİGÜN MH. 222/14 SK. NO:3/A;46;BUCA 2;136;1780
27.167300;38.424400;ILKE ECZANESİ;02324333645;GAZILER CAD.NO:341/CYENISEHIR;43;YENİŞEHİR;137;1819
27.2056265341547;38.4593876579419;BORNOVA TAN;3889919;Kazım Dirik Mh. 213 Sk. No:31/A 5 Nolu ASM  ve Kurtuluş Parkı karşısı;11;BORNOVA 2;138;-1
27.180400;38.376500;HAYAT ECZANESİ;02324535453;ATATÜRK MAH. 206/13 SOK. NO:7;46;BUCA 2;139;1780
27.206464;38.464071;BORNOVA ORDU ECZANESİ;02323421363;KAZIM DİRİK MAH. FATİH SULTAN MEHMET CAD. NO:3/A;11;BORNOVA 2;140;1203
27.180400;38.376500;CEYLAN ECZANESİ;02324541651;ATATÜRK MH. 206/13 SOK. NO:5/B;46;BUCA 2;141;1780
27.175916;38.396013;YENİ HANDAN ECZANESİ;02324400205;YAYLACIK MH. GAZİOSMANPAŞA CD.NO:128/B ;45;EVKA 1;142;1780
27.126762078105;38.4079723401976;UYAN;2566879;499 SK NO 19/A Bayramyeri Durağı Arka Sokağı;20;EŞREFPAŞA ;143;-1
27.175900;38.396100;BUCA FATIH ECZANESİ;02324408987;YAYLACIK MH. GAZIOSMANPASA CAD. NO:128/A;45;EVKA 1;144;1780
27.168000;38.297400;AGAH ECZANESİ;02322812219;MENDERES MAH.BÜYÜK MENDERES CAD.NO.59/B SARNIÇ;48;SARNIÇ;145;2009
27.167162;38.419617;YENİ ZEYTİNLİK ECZANESİ;02324330707;LEVENT MAH. BARBAROS HAYRETTİN PAŞA CAD. NO:12/A;25;GÜLTEPE;146;1819
27.118100;38.409500;ECZANE EVREN ECZANESİ;02324691762;SERİNTEPE MH. 4321 SK. NO:2/C;4;ALTINDAĞ;147;1819
27.173600;38.414700;DOGANGÜN ECZANESİ;02324572550;ZEYBEK MAH. GAZIPASA CAD. NO:129/C GÜLTEPE;25;GÜLTEPE;148;1819
27.058485;38.394644;DERELI ECZANESİ;02322596697;ONUR MAH.ATA CAD. NO:12/B;6;BALÇOVA;149;2006
27.173100;38.416100;ÇAREM ECZANESİ;02324570750;ZEYBEK MH. SELİMİYE CD. NO:34/C;25;GÜLTEPE;151;1819
27.172800;38.416000;GÜLTEPE RENKLI ECZANESİ;02324575774;GAZIPASA CAD.137/A ZEYBEK MAH.NO:137/A;25;GÜLTEPE;152;1819
28.204900;38.231100;BİR EYLÜL ECZANESİ;02325722697;ISTIKLAL MAH.SABIT ARLI CD. NO. 63/A;68;KİRAZ;153;1477
27.105100;38.402000;BANU ECZANESİ;02324350701;BURAK REİS CD. 5234 SK. NO:26/A;16;ÇAMDİBİ;154;1819
27.074900;38.589600;ÖZİREM ECZANESİ;02322262699;ALİ FUAT CEBESOY MAH. 9135/4 SOK. NO:13/B ESKİİZMİR;102;ESKİİZMİR-CENNETÇEŞME;155;2057
27.061600;38.491400;GÜLGEZE ECZANESİ;02323861515;ISTASYON ALTI MAH. 8010 SOK. NO: 6/F;17;ÇİĞLİ;156;2007
27.154300;38.389400;AYLIN ECZANESİ;02324386090;358/3 SOK. NO:17/B SIRINYER;50;ŞİRİNYER;157;1780
27.144300;38.396500;SAKAKLI ECZANESİ;02324387210;HÜRRIYET MAH.507 SOK. NO:13/A SIRINYER;50;ŞİRİNYER;158;1780
27.148453;38.395860;ETİ ECZANESİ;02324870707;HÜRRİYET MAH. MENDERES CAD. NO:307/A ;50;ŞİRİNYER;159;1780
27.147800;38.394800;BUCA IRMAK ECZANESİ;02324381437;HÜRRIYET MAH. 463/4 SOK. NO:7/A;50;ŞİRİNYER;160;1780
27.151400;38.388400;MELISSA ECZANESİ;02324267888;EFELER MAH. KOSUYULU CAD.NO:63/A;50;ŞİRİNYER;161;1780
27.133200;38.312600;AYDINLI ECZANESİ;02322261744;SEVGİ MAH. 663 SOK. NO:18/101;22;GAZİEMİR;162;2009
27.173492;38.302048;NESRİN ECZANESİ;02322813808;FATİH MAH. 1099 SOK. NO:70/B SARNIÇ;48;SARNIÇ;163;2009
27.2058577341188;38.3995876279868;GÜLAY;2903233;Aydoğdu Mh. 1266 Sk. No:6/B TOKİ Konutları;45;EVKA 1;164;-1
27.180400;38.470200;YENI GÖZDE ECZANESİ;02323419490;ÇAY MAH.2108/1 SOK.NO:7/A;9;BAYRAKLI;165;2056
27.165400;38.398100;EGE ECZANESİ;02324268922;UFUK MAH. MEHMETÇIK CAD. NO:6/A;45;EVKA 1;166;1780
27.165661;38.390041;KILIÇER ECZANESİ;02322757868;MENDERES MAH. MENDERES CAD. NO:74/C;50;ŞİRİNYER;167;1780
27.266100;38.428000;TOPRAK ECZANESİ;02324790609;KEMALPASA MAH. PINAR CAD. 3/A PINARBASI;39;PINARBAŞI;168;1203
27.0585714863651;38.3852705066344;ATA ECZANESİ;2322590433;ÇETIN EMEÇ MAH. ATA CAD. NO:169/D;6;BALÇOVA;169;2006
28.207100;38.231500;ÖZYILMAZ ECZANESİ;02325722081;HÜRRIYET CD.5;68;KİRAZ;170;1477
27.125410;38.401287;ORÇUN ECZANESİ;02322612434;HALIDE EDIP ADIVAR CAD. NO:66/F;20;EŞREFPAŞA ;171;2057
27.112000;38.396900;GÖZDE ECZANESİ;02322454042;9033 SOK. NO:21/A YESILYURT;44;YEŞİLYURT;172;2057
27.163500;38.464500;MERT ECZANESİ;02323457745;"FEVZİ ÇAKMAK MH. CENGİZ TOPEL SK. NO:11/A
BALÇOVA";6;BALÇOVA;173;2056
26.976200;38.786900;SERHAT ECZANESİ;02326164060;YENI MAH.529 SOK. NO:39/AALIAGA-IZMIR;51;ALİAĞA;174;1128
26.976400;38.786800;ESRA ECZANESİ;02326161955;YENI MAH.RUMELI CAD. NO:6/1-A;51;ALİAĞA;175;1128
26.976300;38.786500;ALIAGA DEVA ECZANESİ;02326167999;YENI MAH. RUMELI CAD. NO:8/A;51;ALİAĞA;176;1128
27.649000;38.222800;OKUR ECZANESİ;02325813135;CUMHURIYET MEYDANI NO:11 BAYINDIR;53;BAYINDIR;177;1178
27.6491372186856;38.221630898825;BAYINDIR;5813206;HASTANE CD NO 2;53;BAYINDIR;178;-1
27.649500;38.221300;SAGLIK ECZANESİ;02325813551;MITHATPASA MAH.HASTANE CAD.NO:24/A;53;BAYINDIR;179;1178
27.649000;38.221900;FILIZ ECZANESİ;02325813245;HASTANE CA.MITHATPASA MH.NO.9 BAYINDIR;53;BAYINDIR;180;1178
27.649300;38.221500;BAYINDIR PINAR ECZANESİ;02325814404;MITHATPASA MAH.HASTANE CAD.NO:16 BAYINDIR;53;BAYINDIR;181;1178
28.209800;38.087100;BEYDAG SIFA ECZANESİ;02325926018;Atatürk Mah.ULUS MEYDANI NO:6/A;55;BEYDAĞ;182;1776
28.208600;38.085100;AKTEPE ECZANESİ;02325927649;CUMHURIYET MAH.ULUS MEYDANI NO:20/A BEYDAG;55;BEYDAĞ;183;1776
28.208500;38.085600;GÖNEN ECZANESİ;02325926868;ATATÜRK MAH. NAZILLI CAD. NO:18;55;BEYDAĞ;184;1776
28.209900;38.085100;IMBAT ECZANESİ;02325929810;ATATÜRK MAH. YUSUF DOGAN CAD. NO:21;55;BEYDAĞ;185;1776
27.018100;38.074300;GÜMÜLDÜR ECZANESİ;02327931129;IZMIR CAD.NO:117/D GÜMÜLDÜR;90;GÜMÜLDÜR-ÖZDERE;187;1826
27.085400;38.024900;OZAN ECZANESİ;02327974535;ATATÜRK BLV.NO.199/A;90;GÜMÜLDÜR-ÖZDERE;189;1826
27.096635;38.020104;ÖZDERE MERKEZ ECZANESİ;02327978889;ÇUKURALTI MAH. MUSTAFA KEMAL PAŞA BULVARI NO:83/J ÖZDERE;90;GÜMÜLDÜR-ÖZDERE;190;1826
27.130735;38.255448;MENDERES ŞİFA ECZANESİ;02327821070;KASIMPASA MAH. ATATÜRK CD. 75/B;58;MENDERES;191;1826
27.132200;38.252600;YASAM ECZANESİ;02327821377;KASIMPASA MAH.17/B;58;MENDERES;192;1826
27.130800;38.257200;NUR ECZANESİ;02327822200;KEMALPASA MH. ATATÜRK CAD. NO. 94/3-B MENDERES;58;MENDERES;193;1826
27.130700;38.257500;AYYILDIZ ECZANESİ;02327827335;KEMALPASA MAH.ATATÜRK CAD.NO:96/A;58;MENDERES;194;1826
27.130900;38.256600;BÜYÜK MENDERES ECZANESİ;02327826090;ATATÜRK CD. KEMALPASA MAH. 103 SK. NO:90/1;58;MENDERES;195;1826
26.862000;39.119300;BADEMLİ ECZANESİ;02326719396;ISMETPASA MAH. 13.SOKAK NO:43;61;DİKİLİ;201;1280
26.889300;39.070700;DAGLI ECZANESİ;02326718188;İSMETPAŞA MH. ADNAN MENDERES CD. 9 SK. NO:31/B;61;DİKİLİ;202;1280
