LOKASYON_Y;LOKASYON_X;ADI;TELEFON;ADRES;BOLGE_ID;BOLGE;ECZANE_ID;ILCE_ID
27.9703079954864;38.2292347015152;MAYACI;5457276;GAZİ CD NO 12;70;ÖDEMİŞ;967;-1
27.971300;38.231200;GÖKTÜRK ECZANESİ;02325446441;GÜMÜSSUYU SK. NO:2/A;70;ÖDEMİŞ;968;1563
27.987500;38.243500;VARDAR ECZANESİ;02325460586;SÜLEYMAN DEMIREL MH.EFE TOPLU KONUT NO:5/A;70;ÖDEMİŞ;969;1563
27.975080;38.235464;ÖZKOÇ ECZANESİ;02325453136;İNÖNÜ MAHALLESİ ŞEHİT SALİM İZLEYEN CADDESİ NO:41/A;70;ÖDEMİŞ;970;1563
27.970900;38.219100;SEVEN ECZANESİ;02325443940;CUMHURİYET MH. YEŞİM SK. NO:36/A;70;ÖDEMİŞ;971;1563
27.9645907467394;38.2314216279035;AKAR;5443895;MİMAR SİNAN MH GEDİZ CD NO 2;70;ÖDEMİŞ;972;-1
27.979926;38.227612;ÜÇ EYLÜL ECZANESİ (VERESELİ) ECZANESİ;02325441193;CUMHURİYET MAH. TALATPAŞA CAD. NO:3/A;70;ÖDEMİŞ;973;1563
27.205702;38.459454;ÖZKAN ECZANESİ;02323888022;KAZIM DİRİK MH. 213 SK. NO:29/A;11;BORNOVA 2;974;1203
27.970900;38.230900;BALIKÇIOGLU ECZANESİ;02325450077;AKINCILAR MH.MUSTAFA BEY CAD.NO:26/B;70;ÖDEMİŞ;975;1563
27.361300;38.150100;SIHHAT ECZANESİ;02328562299;1071 SOK.NO:7/C;75;TORBALI;976;1682
27.360500;38.150600;ÖZGÜR ECZANESİ;02328561284;HÜKÜMET CAD. NO:6;75;TORBALI;977;1682
27.363800;38.151400;PINAR ECZANESİ;02328561337;TEPEKÖY MAH.SERDAR GENÇ CAD.NO:16;75;TORBALI;978;1682
27.3623358894576;38.1497482730647;SEKBAN;8564460;İNÖNÜ CD NO 18 AKBANK SIRASI;75;TORBALI;979;-1
27.358909;38.176836;SIFA ECZANESİ;02328562547;YEDİ EYLÜL MAH.EKOTEN CADDESİ NO:9 TORBALI;75;TORBALI;980;1682
27.358980;38.176824;ERSEK ECZANESİ;02328560094;TORBALI YEDİ EYLÜL MAHALLESİ EKOTEN CADDESİ NO:9/1;75;TORBALI;981;1682
27.361300;38.156200;ELİF ECZANESİ;02328566260;ERTUGRUL MAH.TORBALI CAD.NO:10/B;75;TORBALI;982;1682
27.354600;38.150000;GÜLERYÜZ ECZANESİ;02328561484;MURATBEY MAH. ATILLA SUNAR CAD. 3583 SOKAK NO:47/A;75;TORBALI;983;1682
27.358306;38.176904;VİTAMİN ECZANESİ;02328567080;YEDİ EYLÜL MH. 5548 SK. NO:1;75;TORBALI;984;1682
27.357927;38.154897;UYSAL ECZANESİ;02328561024;ERTUĞRUL MAH. MİTHATPAŞA CAD. NO:67/B;75;TORBALI;985;1682
27.354800;38.152900;TORBALI DEVA ECZANESİ;02328569595;MURATBEY MH.DOGAN BURSALIOGLU CD.NO.22/6;75;TORBALI;986;1682
27.356914;38.160813;İNCEOĞLU ECZANESİ;02328561037;ERTUĞRUL MAH. SADIK İLERİ BULVARI NO:36/A;75;TORBALI;987;1682
27.362100;38.149800;SAADET ECZANESİ;02328561067;ATATÜRK MAH. BELEDIYE BINASI 1/Z;75;TORBALI;988;1682
27.200053;38.425606;EGEM ECZANESİ;02324580410;"KEMALPASA CAD. NO:110/C 
";4;ALTINDAĞ;989;1203
27.074400;38.490300;ATADENIZ ECZANESİ;02323624818;MALTEPE MAH. 8104 SOKAK NO:16/A ÇIGLI;17;ÇİĞLİ;990;2007
27.109000;38.372200;ONGUN ECZANESİ;02322326446;DEVRİM MH.3817 SOK.NO:10;102;ESKİİZMİR-CENNETÇEŞME;991;2057
27.125300;38.321600;NAZ ECZANESİ;02324797969;GAZI MAH. HASAN GÜVEN CAD. NO:20;22;GAZİEMİR;992;2009
27.177500;39.115700;TEKIN ECZANESİ;02326315049;ERTUGRUL MAH. MUSTAFA YAZICI CAD.NO:21     BERGAMA/IZMIR;54;BERGAMA;993;1181
27.1770390065736;39.1158670285157;OKKAOĞLU;6315542;ERTUĞRUL MH M. YAZICI CD NO 13;54;BERGAMA;994;-1
27.1779453444106;39.1191743345754;YENİ ÇAĞRI;6315581;GAZİ PAŞA MH OSMAN BAYATLI CD NO 3;54;BERGAMA;995;-1
27.178800;39.119600;BIZIM ECZANESİ;02326335994;ISTIKLAL MEYD. NO:47/A;54;BERGAMA;996;1181
27.183400;39.110200;GALIP ECZANESİ;02326321825;GAZIOSMANPASA MAH. HASAN ÇELEBI CAD. NO:35/A;54;BERGAMA;997;1181
27.199700;39.118800;ÇİÇEKSEVER ECZANESİ;02326328777;KURTULUS MAH. KESTEL CAD. NO:71/7;54;BERGAMA;998;1181
27.194842591998;39.1166036303875;ÜNAL;6325015;İSLAM SARAY MH. ADNAN MENDERES BULV. NO:219;54;BERGAMA;999;-1
27.176800;39.113600;ONUR ECZANESİ;02326322229;MALTEPE MAH. BÖBLINGEN CAD. NO:48;54;BERGAMA;1000;1181
27.175608;39.118289;ŞEKER ECZANESİ;02326332638;ZAFER MH. 623 SK. NO:3/24;54;BERGAMA;1001;1181
27.176613;39.113318;MOLVALI ECZANESİ;02326311057;MALTEPE MAH. KAYMAKAM KEMALBEY CAD. NO:29/B;54;BERGAMA;1002;1181
27.1777515105078;39.1134315583691;ÖZGE;6327222;MALTEPE MH BOBLİNGEN CD NO 62/A;54;BERGAMA;1003;-1
27.184200;39.111800;ÇAGRI ECZANESİ;02326320631;GAZIOSMANPASA MAH. HASAN ÇELEBI CAD. NO:7;54;BERGAMA;1004;1181
27.177600;39.118700;UMUT ECZANESİ;02326321656;FATİH MH. TUNA CD. NO:29/3;54;BERGAMA;1005;1181
27.177700;39.119200;PAMUKÇU ECZANESİ;02326331234;GAZIPASA MAH. MEKTEBI RÜSTIYE CAD. SARAY SOK. NO:1;54;BERGAMA;1007;1181
27.177700;39.126200;BENEK ECZANESİ;02326310321;SELÇUK MH. UZUNYOL CD.No:44/2;54;BERGAMA;1008;1181
27.198600;39.119100;MEVSİM ECZANESİ;02326315478;KURTULUŞ MAH. KINIK CAD. NO. 141/B ;54;BERGAMA;1009;1467
27.1727578177522;39.1103663074389;YÖRÜKOĞLU;6312754;Maltepe  Mah. Maltepe 18. Sokak No:7/A;54;BERGAMA;1010;-1
27.281504;38.239594;ESİN ECZANESİ;02328546324;FEVZİ ÇAKMAK MH. BARIŞ MANÇO CD. NO:16/A AYRANCILAR;52;AYRANCILAR;1011;1682
27.362400;38.148000;SEHER ECZANESİ;02328564099;TEPEKÖY MH.ERDİNÇ TEKERLİ CD. NO:30/;75;TORBALI;1012;1682
27.039100;38.492700;VERESELİ ORGANİZE  ECZANESİ;02323283384;AOSB MUSTAFA KEMAL BULV 42/34;17;ÇİĞLİ;1013;1448
27.160900;38.423300;YASEMİN ECZANESİ;02324333013;GÜNEY MAH. GAZILER CAD. NO:402/B;43;YENİŞEHİR;1015;1819
27.134876;38.311090;DOLUNAY ECZANESİ;02322747500;SEVGİ MAH. 656 SOK. NO:45/1;22;GAZİEMİR;1016;2009
26.887649;39.070192;ÇAVDAR ECZANESİ;02326714114;SALİM BEY MH. ATATÜRK CD. NO:14/E;61;DİKİLİ;1017;1280
27.051000;38.389600;YENI GÖKSEN ECZANESİ;02322779989;ONUR MAH.KAAN SOK. NO:5/b BALÇOVA;6;BALÇOVA;1018;2006
27.208900;38.458500;KAFTAN ECZANESİ;02323480869;KAZIM DIRIK MAH.ANKARA CAD.NO:233;11;BORNOVA 2;1019;1203
27.189600;38.456900;NECATİBEY ECZANESİ;02323477997;MANSUROGLU MAH. 273/6 SOKAK NO:6/A;12;BORNOVA 3;1020;2056
27.189500;38.457000;KIBARLI ECZANESİ;02322253777;MANSUROGLU MAH.273/6 SOKAK NO:6/C BAYRAKLI;12;BORNOVA 3;1021;2056
27.187562;38.458718;ÖVÜNÇ ECZANESİ;02323440434;MANAVKUYU MAH.251/4 sok No:7/A;12;BORNOVA 3;1022;2056
27.167200;38.372900;IRMAK ECZANESİ;02324207777;222/24 SOKAK NO:22/A ÇAMLIKULE MAH.BUCA;46;BUCA 2;1023;1780
27.137700;38.326600;IKIZLER ECZANESİ;02322312039;DOKUZ EYLÜL MAH.ULASTIRMA CD.NO.7/A;22;GAZİEMİR;1024;2009
27.043799;38.392680;GÖZDE ŞAHİN ECZANESİ;02322776621;KORUTÜRK MAH. TAYFUN SOK. NO:1/B;31;İNCİRALTI;1025;2006
27.123900;38.385100;RÜYA ECZANESİ;02322373756;UGUR MUMCU MAH 4171 SK NO:5/B KARABAGLAR IZMIR;32;KARABAĞLAR;1026;2057
26.998400;38.395900;NARLIDERE ECZANESİ;02322382500;ÇATALKAYA MH.MITHATPASA CD.NO:423/B;37;NARLIDERE;1028;2013
27.087600;38.606600;AYAZ ECZANESİ;02328315656;UGUR MUMCU MAH.1347 SOKAK 12/D;69;MENEMEN;1029;1521
27.721132;38.091956;YEŞİLADA ECZANESİ;02325007979;FATİH MH. MEHMET KURŞAKLI SK. NO:14/B;74;TİRE;1030;1677
27.992600;38.237700;ERLER ECZANESİ;02325091818;ZAFER MH. ŞEHİT TURAN EMEKSİZ CD. NO:40/A;70;ÖDEMİŞ;1031;1563
27.356200;38.165000;BULVAR ECZANESİ;02328560112;ALP KENT MH. CEMALİ TUNCER CD. NO:22/A;75;TORBALI;1032;1682
27.160300;38.423300;YENİ TÜRSEN ECZANESİ;02324338100;GÜNEY MH.GAZILER CD. NO:392;43;YENİŞEHİR;1033;1819
27.166400;38.385200;BUCA CAN ECZANESİ;02324526416;VALI RAHMI BEY MH.ÖZMEN CAD.124/A;15;BUCA 1;1034;1780
27.172865;38.381691;BUCA TUNALI (VERESELİ) ECZANESİ;02324822878;KOZAĞAÇ MAH. 223 SOK. NO:45;15;BUCA 1;1035;1780
27.409351;38.436055;YENİ YILDIZ ECZANESİ;02328787766;SEKİZ EYLÜL MH. KIROVASI KÜME EVLERİ NO:81/A;66;KEMALPAŞA;1036;1461
27.193200;38.370500;BAYRAM ECZANESİ;02324541121;KURUÇEŞME MH. 205 SK. NO:23/A ;46;BUCA 2;1037;1780
27.130161;38.384349;SALIH ECZANESİ;02322618011;KARABAĞLAR MH. 5769 SK. NO:34/A;32;KARABAĞLAR;1038;2057
27.214525;38.464195;BORNOVA MAVİ ECZANESİ;02323398280;KAZIM DİRİK MAH. MUSTAFA KEMAL CAD. NO:37/A;11;BORNOVA 2;1039;1203
27.204000;38.461200;ECZANE NATUREL ECZANESİ;02323436061;KAZIM DIRIK MAH. MUSTAFA KEMAL CAD.121/1-D BORNOVA;12;BORNOVA 3;1040;1203
27.151200;38.404200;ATA ECZANESİ;02322515187;GAZİ MH. ALBAY İBRAHİM KARAOĞLANOĞLU CD. NO:39/2A;22;GAZİEMİR;1041;1780
27.147500;38.376500;ARZU MAYRUK ECZANESİ;02324530403;FIRAT MH. 287/3 SK. NO:11/A;23;GEDİZ;1042;1780
27.388400;37.842100;ARAT  ECZANESİ;02328929542;ATATÜRK MH. ATATÜRK CD. NO:8/A SELÇUK;72;SELÇUK;1045;1612
27.720200;38.099700;ÇEŞMECİ ECZANESİ;02325004015;ATATÜRK MH. İSTASYON CD. NO:86/1-B BLOK NO:4 TİRE;74;TİRE;1046;1677
27.209300;38.457800;ÜNİVERSİTE ECZANESİ;02323880297;KAZIM DİRİK MH. ÜNİVERSİTE CD. NO:14/A;11;BORNOVA 2;1047;1203
27.166861;39.103576;ÖZCAN ECZANESİ;02326331111;FATİH MH. 303 SK. NO:4;54;BERGAMA;1048;1181
27.053391;38.489254;DEMİR ECZANESİ;02323860607;ATAŞEHİR MAH. 8211/8 SOK. NO:21/A;17;ÇİĞLİ;1049;2007
27.033500;38.393200;AİLE ECZANESİ;02322590208;KORUTÜRK MH. MİTHATPAŞA CD. NO:285/B;31;İNCİRALTI;1050;2006
27.350900;38.175800;TORBALI ECZANESİ;02328562514;TORBALI MH. 5123 SK. NO:1/11 ;75;TORBALI;1051;1682
27.371300;38.151200;İLKNUR ECZANESİ;02328565260;ATATÜRK MAH. 1596 SOKAK NO:2;75;TORBALI;1052;1682
27.101900;38.400300;RENKLİ  ECZANESİ;02322327088;BASINSİTESİ MH. 168 SK. NO:59/1A BASINSİTESİ;7;BASIN SİTESİ;1053;1819
27.2218757474765;38.4648995166814;ALPER;3423392;Erzene Mh. Kazım Karabekir Cd. No:32/C Ata Durağı Erbil Süel karşısı;10;BORNOVA 1;1054;-1
27.1702706347238;38.3887780579646;BAŞAK;4426565;BUCA HEYKEL ŞİFA HASTANESİ KARŞISI DENİZBANK YANI;15;BUCA 1;1055;-1
27.074300;38.489000;MALTEPE ECZANESİ;02323761113;ÇİĞLİ İLÇESİ MALTEPE MAH 8110/5 SOK NO:9/B ;17;ÇİĞLİ;1056;2007
27.146000;38.368300;YENİ LOKMAN HEKİM ECZANESİ;02322761733;GÖKSU MH.692/3 SK.NO:20/A;23;GEDİZ;1057;1780
26.883900;38.360900;ŞAHAN  ECZANESİ;02322348081;ŞEHİT KEMAL CD. NO:128/A GÜZELBAHÇE;28;GÜZELBAHÇE;1058;2018
27.033700;38.393200;SPİL ECZANESİ;02322596234;KORUTÜRK MH. MİTHATPAŞA CD. NO:285 İNCİRALTI;31;İNCİRALTI;1059;2006
27.118840;38.376049;LOKMAN HEKIM ECZANESİ;02322655533;GÜNALTAY MH. 4811 SK. NO:22/A;32;KARABAĞLAR;1060;2057
27.1451457055723;38.3861944259418;İKSİR;4876988;Akıncılar Mh. 549 Sk. No:40/B;50;ŞİRİNYER;1061;-1
27.161500;38.423200;BİLGİ  ECZANESİ;02324571735;GÜNEY MAH. GAZİLER CAD.NO:426 ;43;YENİŞEHİR;1062;1819
27.417947;38.431149;KARTAL  ECZANESİ;02328788090;MEHMET AKİF ERSOY MH. 157 SK. NO:41/A;66;KEMALPAŞA;1063;1461
27.1991001888387;39.1173194767926;DURUSU;6312228;Adnan Menderes Bulv. No:225/2;54;BERGAMA;1064;-1
27.195900;38.429300;ECE SARI ECZANESİ;02324337033;BİRLİK MH. 4202/2 SK. NO:58/A ALTINDAĞ;4;ALTINDAĞ;1065;1203
27.198847;38.459808;YAZGAN ECZANESİ;02323440003;KAZIM DİRİK MAH. SAKARYA CAD. NO:1/1C;12;BORNOVA 3;1066;1203
27.145123;38.386173;ADA  ECZANESİ;02324520054;AKINCILAR MH. 549 SK. NO:40/B;50;ŞİRİNYER;1067;1780
27.1703428137192;38.3794768582555;EGE IŞIK;4426790;Kozağaç Mh. 240/4 Sk No:22/A;15;BUCA 1;1068;-1
27.058100;38.486100;UZMAN ECZANESİ;02323860085;ATAŞEHİR MAH. 8019 11 SOK. NO:10/C ;17;ÇİĞLİ;1069;1448
27.741308393582;38.0893590685634;KOCABIYIK;5004080;İpekçiler Mah. Sabri Kurtoğlu Cad. No: 7/B;74;TİRE;1070;-1
27.074348;38.591156;TİMAÇ ECZANESİ;02328312291;ESAT PAŞA MH. ÇANAKKALE ASFALTI NO:169;69;MENEMEN;1071;1521
27.098100;38.398300;EGE İNCİ ECZANESİ;02322448611;BASINSİTESİ MH. 170 SK. NO:4/A BASINSİTESİ;7;BASIN SİTESİ;1072;2057
27.123400;38.398300;KARDELEN ECZANESİ;02322621068;BAHÇELİEVLER MH. SAİM ÇIKRIKÇI CD. NO:104/A BOZYAKA;14;BOZYAKA;1073;2057
27.123500;38.398300;BURÇAK ECZANESİ;02322621058;BAHÇELİEVLER MH. SAİM ÇIKRIKÇI CD. NO:104 BOZYAKA;14;BOZYAKA;1074;2057
27.1733507238379;38.3906370674349;METEGÜN;4482216;YAYLACIK MH. ERDEM CAD.NO:164;15;BUCA 1;1075;-1
27.191000;38.433800;TÜLAY ECZANESİ;02324619514;GAZİOSMANPAŞA MH. 5227 SK. NO:67/B ÇAMDİBİ;16;ÇAMDİBİ;1076;1203
27.058600;38.484000;ECZANE ECEM ECZANESİ;02323291103;ATAŞEHİR MH. 8019/21 SK. NO:11/B;17;ÇİĞLİ;1077;2007
27.107700;38.370900;ECZANE YENİ ECZANESİ;02322711099;GAZİ MH. ESKİİZMİR CD. NO:662/A ESKİİZMİR;102;ESKİİZMİR-CENNETÇEŞME;1078;2057
28.164825;38.247887;TİRE ÜMİT  ECZANESİ;02325127499;YENİ MH. ENSTİTÜ CD. 7/A ;74;TİRE;1080;1677
27.075100;38.606600;DENİZ ECZANESİ;02328312919;ESATPAŞA MH. ALTUĞ KARABURUN CD. NO:14/B;69;MENEMEN;1081;1521
27.136790;38.429874;SİMYA ECZANESİ;02323433000;KÜLTÜR MH. MUSTAFA MÜNİR BİRSEL SK. NO:10/A;43;YENİŞEHİR;1082;1819
27.058105;38.389725;ILAYDA ECZANESİ;02322481422;ONUR MH. ATA CD. NO:92/B;6;BALÇOVA;1083;1819
27.190800;38.432900;TUNA  ECZANESİ;02324626281;GAZİOSMANPAŞA MAH. 5460 SOK. NO:6  ;16;ÇAMDİBİ;1084;1203
27.154000;38.422000;DOĞA ECZANESİ;02324698585;YENİDOĞAN MH. 1138/1 SK. NO:3/A YENİŞEHİR;43;YENİŞEHİR;1086;1819
26.753900;38.325200;URLA PAZAR ECZANESİ;02327546434;YAKA MAH. ERDOĞAN KER CAD. 108/B URLA;73;URLA;1087;1703
27.219300;38.468200;ARZUM ECZANESİ;02323421432;KAZIM DİRİK MAH.SÜVARİ CAD.NO:51/A BORNOVA IZMIR;11;BORNOVA 2;1089;1203
27.205600;38.459500;BORNOVA PALANDUZ ECZANESİ;02323420142;KAZIM DİRİK MH. 213 SK. NO:21/A BORNOVA - İZMİR ;11;BORNOVA 2;1090;1203
27.188222;38.459705;BAYRAKLI INCI ECZANESİ;02322646489;MANAKUYU MH. ALİJA İZET BEGOVİÇ CD. NO:54/A;12;BORNOVA 3;1091;2057
27.196600;38.462300;NİHAN OKUTAN ECZANESİ;02329993991;MANAVKUYU MAH. FATİH SULTAN MEHMET CAD.NO:70/C;12;BORNOVA 3;1094;2056
27.1902027144615;38.3723988574243;KAYNAKLAR;4529995;KURUÇEŞME MAH. HOCA AHMET YESEVİ CAD. NO:168/B;46;BUCA 2;1095;-1
27.189400;38.372500;ASLIM ECZANESİ;02324535970;KURUÇEŞME MAH. AHMET PRİŞTİNA CAD. 66/C;46;BUCA 2;1096;1780
27.049976;38.495756;ROZA ECZANESİ;02323636313;YENİMAHALLE MAH. 8780/1 SOK. NO:6/D;17;ÇİĞLİ;1097;2007
27.728000;38.097600;TİRE YENİPARK ECZANESİ;02325055454;HÜRRİYET MAH ORHAN AKSAY CAD NO:10B/5 ;74;TİRE;1099;1677
27.167000;38.424300;SAYHAN ECZANESİ;02324492335;YENİŞEHİR MAH. GAZİLER CAD. NO:341/H;43;YENİŞEHİR;1100;1819
27.098600;38.459000;OKUDUR ECZANESİ;02326712211;İSMETPAŞA MAH 9 SOK NO:3/C ;61;DİKİLİ;1102;1448
27.155400;38.389500;YENİ DÖRTEL ECZANESİ;02324483439;EFELER MAH. 325 SK NO:49;50;ŞİRİNYER;1103;1780
27.122400;38.465600;ESMA ECZANESİ;02323652620;CEVDET BILSAY CAD.1851/5 SOKAK NO:53 KARSIYAKA/IZMIR;77;KARŞIYAKA 2;1104;1448
27.116200;38.463200;UGURUM ECZANESİ;02323661650;BAHARIYE MAH. ZÜBEYDE HANIM CAD. NO:102/A KARSIYAKA/IZMIR;77;KARŞIYAKA 2;1105;1448
27.120500;38.463900;PAKSOY ECZANESİ;02323661647;SOGUKKUYU MAH.1707 SOKAK NO:5/1-A KARSIYAKA;77;KARŞIYAKA 2;1106;1448
27.121645;38.463252;BORAN ECZANESİ;02323651538;BAHÇELİEVLER MAH. 1851 SOK. NO:1/A;77;KARŞIYAKA 2;1107;1448
27.114322;38.459211;BULVAR ECZANESİ;02323643753;BAHRİYE ÜÇOK MAH. DOÇ. DR. BAHRİYE ÜÇOK BULV. NO:1/2A;77;KARŞIYAKA 2;1108;1448
27.115900;38.461600;EPIR ECZANESİ;02323671666;ATATÜRK BULVARI NO:3/B;77;KARŞIYAKA 2;1109;1448
27.120600;38.463800;KÖRFEZ ECZANESİ;02323826503;1707 SOKAK NO:10/B;77;KARŞIYAKA 2;1110;1448
27.118800;38.461900;SERDAROGLU ECZANESİ;02323828339;BAHARIYE MAH. YAŞAR AKSOY SOKAK NO:18/A;77;KARŞIYAKA 2;1111;1448
27.122200;38.465000;LIDER ECZANESİ;02323657960;1703 SOKAK NO:50/F KARSIYAKA;77;KARŞIYAKA 2;1112;1448
27.114898;38.460088;KARAHISARLI ECZANESİ;02323683623;BAHRİYE ÜÇOK BULVARI NO:4/1-C;77;KARŞIYAKA 2;1113;1448
27.113900;38.464000;YENI AKYÜZ ECZANESİ;02323822303;ORHAN SAIK GÖKYAY CAD.1834 SOK.NO:20/A;77;KARŞIYAKA 2;1114;1448
27.112200;38.464300;AKUT ECZANESİ;02323822300;ORHAN ŞAİK GÖKYAY CD.1834 SK. NO:38/B;77;KARŞIYAKA 2;1115;1448
27.108100;38.459200;TÜRKER ECZANESİ;02323813848;BAHRIYE ÜÇOK MAH. LATIFE HANIM SOKAK 1879 SK. NO:91/A KARSIYAKA/IZMIR;77;KARŞIYAKA 2;1116;1448
27.112536;38.467345;BEYAZ ECZANESİ;02323661862;GÜN SAZAK BULV.1831 SOKAK NO:30/C KARSIYAKA/IZMIR;77;KARŞIYAKA 2;1117;1448
27.118920;38.466563;TANSELİ ECZANESİ;02323727574;BAHÇELİEVLER MAH. YAŞAR AKSOY SOK. NO:121/D;77;KARŞIYAKA 2;1118;1448
27.117200;38.466400;BARBAROS ECZANESİ;02323669997;CEVDET BILSAY CD.NO.114/C SOGUKKUYU;77;KARŞIYAKA 2;1119;1448
27.114100;38.461800;AKKOYUN ECZANESİ;02323656602;SOGUKKUYU MAH.ATATÜRK BLV.NO.19/C;77;KARŞIYAKA 2;1120;1448
27.114600;38.461400;KARSIYAKA IPEK ECZANESİ;02323662051;BAHRIYE ÜÇOK BULV. NO:15/3A KARSIYAKA;77;KARŞIYAKA 2;1121;1448
27.113700;38.459800;KARSIYAKA ILKE ECZANESİ;02323696730;BAHRİYE ÜÇOK MH. LATİF HN. SK. NO:19/A KARSIYAKA/IZMIR;77;KARŞIYAKA 2;1122;1448
27.114600;38.461300;KARSIYAKA MERKEZ ECZANESİ;02323698850;BAHRIYE ÜÇOK BLV. 15/1-A ;77;KARŞIYAKA 2;1123;1448
27.1145314476719;38.4614894944272;KARSIYAKA SAGLIK ECZANESİ;2323677311;SOGUKKUYU MAH.BAHRIYE ÜÇOK BULVARI NO:15/3-B;77;KARŞIYAKA 2;1124;1448
27.113700;38.458700;OKYANUS  ECZANESİ;02323697234;BAHRİYE ÜÇOK MH. 1879/1 SK. NO:1 GİRNE;77;KARŞIYAKA 2;1125;1448
27.0968180144243;38.4580331936858;ÇAYLI;3363314;CEMAL GÜRSEL CD. NO:516/B ÇEŞME DURAĞI;78;KARŞIYAKA 3;1126;-1
27.1177496873782;38.4555616581563;USMEN;3810875;CAMİ SOKAĞI 1721 SOKAK NO:16/A;80;KARŞIYAKA 1;1127;-1
27.121200;38.457800;MAVI KÖSE ECZANESİ;02323233264;TUNA MAH. ŞEHİT ÜSTEĞMEN AHMET KONUKSEVER SOK. NO. 54/A;80;KARŞIYAKA 1;1128;1448
27.119000;38.456200;ATAŞEN ECZANESİ;02323815600;1690 SOKAK NO:8 KARSIYAKA;80;KARŞIYAKA 1;1129;1448
27.108200;38.452600;RESADIYE ECZANESİ;02323810860;1748 SOK.NO:44/A-B;80;KARŞIYAKA 1;1130;1448
27.117900;38.456400;FERAH ECZANESİ;02323815023;1717 SOKAK NO:75;80;KARŞIYAKA 1;1131;1448
27.111000;38.454600;FIGEN ECZANESİ;02323688112;FAZLI BEY CD. NO:73/A;80;KARŞIYAKA 1;1132;1448
27.1198167361969;38.4567741542542;YENİ İPEK;3694648;1710 SK NO:33/1;80;KARŞIYAKA 1;1133;-1
27.113249;38.450943;NAZLI ECZANESİ;02323680136;DONANMACI MH. CEMAL GÜRSEL CD. NO:352/A;80;KARŞIYAKA 1;1134;1448
27.115500;38.457500;AK ECZANESİ;02323683534;1728 SOKAK NO:1/C KARSIYAKA/IZMIR;80;KARŞIYAKA 1;1135;1448
27.118700;38.457600;ALI ECZANESİ;02323647059;1713 SOKAK NO:56 KARSIYAKA/IZMIR;80;KARŞIYAKA 1;1136;1448
27.124900;38.462400;YENI FIGEN ECZANESİ;02323661761;1671 SOK.NO.27/D ALAYBEY;80;KARŞIYAKA 1;1137;1448
27.123200;38.460800;BAGCI ECZANESİ;02323675719;TERSANE MAH. ŞEHİT ASIM AKSOY CAD.NO:50/A;80;KARŞIYAKA 1;1138;1448
27.124200;38.460500;BATI ECZANESİ;02323659440;SEHIT ASIM AKSOY CAD. NO:25/A KARSIYAKA/IZMIR;80;KARŞIYAKA 1;1139;1448
27.125000;38.462500;BAGDATLI ECZANESİ;2323726300;1671 SOKAK NO:27/B;80;KARŞIYAKA 1;1140;1448
27.120915;38.458466;SEFA ECZANESİ;02323687355;ALAYBEY MH. MEHMET İHSAN ZEYREK SK. NO:56/A KARŞIYAKA - İZMİR ;80;KARŞIYAKA 1;1141;1448
27.1156479470422;38.4576950193635;KARŞIYAKA ÇAĞDAŞ;3686894;ÇARŞI CAD. 1717 SK NO:169/B İSTASYON KARŞISI;80;KARŞIYAKA 1;1142;-1
27.114788;38.454522;ATA DEMİR  ECZANESİ;02323648886;DONANMACI MH. 1728 SK. NO:65/A;80;KARŞIYAKA 1;1143;1448
27.114664;38.454353;KARSIYAKA ÇINAR ECZANESİ;02323687475;DONANMACI MAH. 1728 SOK. NO:68/B;80;KARŞIYAKA 1;1144;1448
27.110800;38.456900;MOLAY ECZANESİ;02323644405;AKSOY MAH. 1767 SOK. NO:43/A;80;KARŞIYAKA 1;1145;1448
27.109050;38.457050;BILIM ECZANESİ;02323642320;AKSOY MH. 1748 SK. NO:115/A GİRNE-KARŞIYAKA;80;KARŞIYAKA 1;1146;1448
27.120100;38.457000;KARSIYAKA SEVGI ECZANESİ;02323814381;1710 SOK.NO:48/A;80;KARŞIYAKA 1;1147;1448
27.125143;38.462590;BERRA ECZANESİ;02323674150;KARŞIYAKA TERSANE MAHALLESİ 1671 SOKAK NO:21/B;80;KARŞIYAKA 1;1148;1448
27.117900;38.455100;AYLİN ÇOBAN ECZANESİ;02323680806;DONANMACI MAH ULVİ BAŞMAN SOK. NO:19/A;80;KARŞIYAKA 1;1149;1448
27.098444;38.459143;KUMBASAR ECZANESİ;02322738372;BOSTANLI MAH. 1735 SOK. NO:194/B;78;KARŞIYAKA 3;1150;1448
27.1186288273346;38.4547444405425;KARŞIYAKA İLKER;3683391;DONANMACI MAH. CEMAL GÜRSEL CAD. NO:242/A KARŞIYAKA VAPUR İSKELESİ KARŞISI;80;KARŞIYAKA 1;1151;-1
27.1208621679168;38.458089999968;GÜRDEN;3697739;TUNA MAH 1696 SK NO:41/C;80;KARŞIYAKA 1;1152;-1
27.115312;38.456451;TÜRKAN ECZANESİ;02323815310;DONANMACI MAH. 1728 SOK. NO:25/A;80;KARŞIYAKA 1;1153;1448
27.0980314616046;38.457128809896;YOSUN;3361511;CEMAL GÜRSEL CAD. NO:75/1C;78;KARŞIYAKA 3;1154;-1
27.0941271689045;38.4588234955913;KÖPRÜ;3366946;CENGİZ TOPEL CAD. NO:10/A KÖPRÜ;78;KARŞIYAKA 3;1155;-1
27.098535;38.458884;GÜNEŞ ECZANESİ;02323369944;BOSTANLI MH. 1735 SK. NO:177/A;78;KARŞIYAKA 3;1156;1448
